시도,시구군,읍면동,지번,아파트명,전체주소,전용면적,층,건축년도,거래년도,거래월,거래금액,위도,경도,FCN예측값
강원도,동해시,송정동 ,1064-2,매화아파트,강원도 동해시 송정동 1064-2 매화아파트,54.42,5,1986,2017,11,,37.4947,129.124,6.03E+07
강원도,동해시,이도동 ,172,이도동현대아파트,강원도 동해시 이도동 172 이도동현대아파트,59.97,13,1996,2017,11,,37.4794,129.1116,9.64E+07
강원도,동해시,이도동 ,302-6,강변아파트,강원도 동해시 이도동 302-6 강변아파트,59.96,3,1996,2017,11,,37.4811,129.1099,7.83E+07
강원도,동해시,이도동 ,302-6,강변아파트,강원도 동해시 이도동 302-6 강변아파트,35.93,1,1996,2017,11,,37.4811,129.1099,3.42E+07
강원도,동해시,이로동 ,433-31,동해규수방아파트,강원도 동해시 이로동 433-31 동해규수방아파트,41.94,1,2007,2017,11,,37.4931,129.0554,2.21E+07
강원도,동해시,이로동 ,433-31,동해규수방아파트,강원도 동해시 이로동 433-31 동해규수방아파트,41.94,4,2007,2017,11,,37.4931,129.0554,2.17E+07
강원도,동해시,이로동 ,433-31,동해규수방아파트,강원도 동해시 이로동 433-31 동해규수방아파트,54.42,2,2007,2017,11,,37.4931,129.0554,3.69E+07
강원도,동해시,천곡동 ,1004-1,시영3차아파트,강원도 동해시 천곡동 1004-1 시영3차아파트,49.94,2,1994,2017,11,,37.5161,129.1074,5.67E+07
강원도,동해시,천곡동 ,1080,동해천곡주공1차아파트,강원도 동해시 천곡동 1080 동해천곡주공1차아파트,44.78,3,1983,2017,11,,37.5243,129.1076,5.42E+07
강원도,동해시,천곡동 ,1080,동해천곡주공1차아파트,강원도 동해시 천곡동 1080 동해천곡주공1차아파트,43.97,3,1983,2017,11,,37.5243,129.1076,5.29E+07
강원도,동해시,천곡동 ,1102,동해 금호어울림 아파트,강원도 동해시 천곡동 1102 동해 금호어울림 아파트,84.91,6,2007,2017,11,,37.528,129.1025,2.14E+08
강원도,동해시,천곡동 ,415,주공4차아파트,강원도 동해시 천곡동 415 주공4차아파트,46.68,2,1989,2017,11,,37.5211,129.104,4.69E+07
강원도,동해시,천곡동 ,415,주공4차아파트,강원도 동해시 천곡동 415 주공4차아파트,39.99,1,1991,2017,11,,37.5211,129.104,5.80E+07
강원도,동해시,천곡동 ,415,주공4차아파트,강원도 동해시 천곡동 415 주공4차아파트,39.69,3,1989,2017,11,,37.5211,129.104,5.11E+07
강원도,동해시,천곡동 ,788,중앙아파트,강원도 동해시 천곡동 788 중앙아파트,60.53,1,1981,2017,11,,37.5264,129.1061,8.56E+07
강원도,동해시,천곡동 ,794,한양아파트,강원도 동해시 천곡동 794 한양아파트,49.81,10,1992,2017,11,,37.5268,129.1085,6.55E+07
강원도,동해시,천곡동 ,794,한양아파트,강원도 동해시 천곡동 794 한양아파트,39.1,5,1992,2017,11,,37.5268,129.1085,4.83E+07
강원도,동해시,천곡동 ,794,한양아파트,강원도 동해시 천곡동 794 한양아파트,39.1,4,1992,2017,11,,37.5268,129.1085,4.94E+07
강원도,동해시,평릉동 ,449,동해하나리움아파트,강원도 동해시 평릉동 449 동해하나리움아파트,59.98,8,2010,2017,11,,37.533,129.1116,1.15E+08
강원도,동해시,효가동 ,256,명보1차아파트,강원도 동해시 효가동 256 명보1차아파트,46.25,2,1988,2017,11,,37.4975,129.1084,4.25E+07
강원도,동해시,효가동 ,362-34,유존양지아파트,강원도 동해시 효가동 362-34 유존양지아파트,52.41,3,1992,2017,11,,37.5054,129.1077,4.83E+07
강원도,삼척시,갈천동 ,184-7,유존양지아파트,강원도 삼척시 갈천동 184-7 유존양지아파트,59.46,5,1992,2017,11,,37.4666,129.163,5.18E+07
강원도,삼척시,갈천동 ,184-7,유존양지아파트,강원도 삼척시 갈천동 184-7 유존양지아파트,59.97,5,1992,2017,11,,37.4666,129.163,5.27E+07
강원도,삼척시,건지동 ,176,코아루플러스아파트,강원도 삼척시 건지동 176 코아루플러스아파트,84.92,4,2015,2017,11,,37.436,129.1462,2.25E+08
강원도,삼척시,건지동 ,176,코아루플러스아파트,강원도 삼척시 건지동 176 코아루플러스아파트,84.77,10,2015,2017,11,,37.436,129.1462,2.43E+08
강원도,삼척시,교동 ,501-5,동부아파트,강원도 삼척시 교동 501-5 동부아파트,59.83,4,1996,2017,11,,37.456,129.1656,7.12E+07
강원도,삼척시,교동 ,757,청솔2차아파트,강원도 삼척시 교동 757 청솔2차아파트,59.85,5,2003,2017,11,,37.4491,129.1742,9.33E+07
강원도,삼척시,남양동 ,348,선창아파트,강원도 삼척시 남양동 348 선창아파트,55.77,3,1986,2017,11,,37.4431,129.1716,7.41E+07
강원도,삼척시,정상동 ,316-3,유성아파트,강원도 삼척시 정상동 316-3 유성아파트,39.48,9,1999,2017,11,,37.4426,129.179,5.50E+07
강원도,삼척시,정상동 ,316-3,유성아파트,강원도 삼척시 정상동 316-3 유성아파트,48.03,7,1999,2017,11,,37.4426,129.179,6.94E+07
강원도,삼척시,정상동 ,454,주공아파트,강원도 삼척시 정상동 454 주공아파트,32.43,3,1988,2017,11,,37.4411,129.177,2.81E+07
강원도,삼척시,정상동 ,454,주공아파트,강원도 삼척시 정상동 454 주공아파트,39.63,3,1988,2017,11,,37.4411,129.177,4.23E+07
강원도,삼척시,정상동 ,457-1,청솔1차아파트,강원도 삼척시 정상동 457-1 청솔1차아파트,59.85,7,2002,2017,11,,37.4472,129.176,9.14E+07
강원도,삼척시,정상동 ,457-3,석미한아름아파트,강원도 삼척시 정상동 457-3 석미한아름아파트,56.97,9,1998,2017,11,,37.4473,129.1776,7.38E+07
강원도,삼척시,정상동 ,473,현진에버빌,강원도 삼척시 정상동 473 현진에버빌,85,5,2005,2017,11,,37.445,129.1746,1.86E+08
강원도,삼척시,정상동 ,473,현진에버빌,강원도 삼척시 정상동 473 현진에버빌,85,6,2005,2017,11,,37.445,129.1746,1.86E+08
강원도,삼척시,정상동 ,475,경림한아름아파트,강원도 삼척시 정상동 475 경림한아름아파트,59.88,5,2003,2017,11,,37.4435,129.1753,9.33E+07
강원도,삼척시,근덕면 교가리,378-1,행남아파트,강원도 삼척시 근덕면 교가리 378-1 행남아파트,36.8,2,1995,2017,11,,37.3809,129.2277,3.73E+07
강원도,속초시,교동 ,1029,하우스토리,강원도 속초시 교동 1029 하우스토리,59.51,15,2011,2017,11,,38.1993,128.5731,2.20E+08
강원도,속초시,교동 ,783,대명늘푸른아파트,강원도 속초시 교동 783 대명늘푸른아파트,39.84,2,2000,2017,11,,38.2051,128.5706,8.78E+07
강원도,속초시,교동 ,783,대명늘푸른아파트,강원도 속초시 교동 783 대명늘푸른아파트,59.96,15,2000,2017,11,,38.2051,128.5706,1.46E+08
강원도,속초시,교동 ,898,교동2주공아파트,강원도 속초시 교동 898 교동2주공아파트,39.69,4,1990,2017,11,,38.2073,128.5798,9.01E+07
강원도,속초시,교동 ,898,교동2주공아파트,강원도 속초시 교동 898 교동2주공아파트,39.3,3,1990,2017,11,,38.2073,128.5798,8.88E+07
강원도,속초시,교동 ,923,삼환아파트,강원도 속초시 교동 923 삼환아파트,54.58,9,1994,2017,11,,38.2035,128.5661,1.17E+08
